day,vehicles_generated_day,session,assignment,connection_minute,full_minute,disconnection_minute,connection_timestamp,full_timestamp,disconnection_timestamp,energy_kwh
60,26,10,1,474,837,935,2023-03-01 07:54:00,2023-03-01 13:57:00,2023-03-01 15:35:00,40.0
60,26,11,2,455,619,1018,2023-03-01 07:35:00,2023-03-01 10:19:00,2023-03-01 16:58:00,8.0
60,26,12,1,478,802,1084,2023-03-01 07:58:00,2023-03-01 13:22:00,2023-03-01 18:04:00,20.0
60,26,13,2,494,774,1122,2023-03-01 08:14:00,2023-03-01 12:54:00,2023-03-01 18:42:00,11.0
60,26,14,1,553,883,1133,2023-03-01 09:13:00,2023-03-01 14:43:00,2023-03-01 18:53:00,18.0
60,26,15,2,628,885,1055,2023-03-01 10:28:00,2023-03-01 14:45:00,2023-03-01 17:35:00,12.0
60,26,16,2,398,678,981,2023-03-01 06:38:00,2023-03-01 11:18:00,2023-03-01 16:21:00,11.0
60,26,17,2,495,652,1172,2023-03-01 08:15:00,2023-03-01 10:52:00,2023-03-01 19:32:00,11.0
60,26,18,0,514,644,926,2023-03-01 08:34:00,2023-03-01 10:44:00,2023-03-01 15:26:00,4.0
60,26,19,2,544,737,941,2023-03-01 09:04:00,2023-03-01 12:17:00,2023-03-01 15:41:00,15.0
60,26,20,4,527,635,808,2023-03-01 08:47:00,2023-03-01 10:35:00,2023-03-01 13:28:00,5.0
60,26,21,2,450,731,968,2023-03-01 07:30:00,2023-03-01 12:11:00,2023-03-01 16:08:00,16.0
60,26,22,1,527,909,918,2023-03-01 08:47:00,2023-03-01 15:09:00,2023-03-01 15:18:00,33.0
60,26,23,4,508,646,761,2023-03-01 08:28:00,2023-03-01 10:46:00,2023-03-01 12:41:00,7.0
60,26,24,2,503,728,1117,2023-03-01 08:23:00,2023-03-01 12:08:00,2023-03-01 18:37:00,14.0
60,26,25,0,517,672,965,2023-03-01 08:37:00,2023-03-01 11:12:00,2023-03-01 16:05:00,7.0
60,26,26,0,457,499,1092,2023-03-01 07:37:00,2023-03-01 08:19:00,2023-03-01 18:12:00,4.0
61,30,1,4,374,563,668,2023-03-02 06:14:00,2023-03-02 09:23:00,2023-03-02 11:08:00,9.0
61,30,2,0,404,513,1060,2023-03-02 06:44:00,2023-03-02 08:33:00,2023-03-02 17:40:00,8.0
61,30,3,2,470,653,970,2023-03-02 07:50:00,2023-03-02 10:53:00,2023-03-02 16:10:00,17.0
61,30,4,2,531,812,975,2023-03-02 08:51:00,2023-03-02 13:32:00,2023-03-02 16:15:00,12.0
61,30,5,1,591,928,972,2023-03-02 09:51:00,2023-03-02 15:28:00,2023-03-02 16:12:00,13.0
61,30,6,4,545,602,676,2023-03-02 09:05:00,2023-03-02 10:02:00,2023-03-02 11:16:00,11.0
61,30,7,5,841,870,963,2023-03-02 14:01:00,2023-03-02 14:30:00,2023-03-02 16:03:00,9.0
61,30,8,0,593,620,945,2023-03-02 09:53:00,2023-03-02 10:20:00,2023-03-02 15:45:00,4.0
61,30,9,2,360,600,919,2023-03-02 06:00:00,2023-03-02 10:00:00,2023-03-02 15:19:00,14.0
61,30,10,4,354,524,694,2023-03-02 05:54:00,2023-03-02 08:44:00,2023-03-02 11:34:00,5.0
61,30,11,0,503,572,895,2023-03-02 08:23:00,2023-03-02 09:32:00,2023-03-02 14:55:00,6.0
61,30,12,5,776,828,955,2023-03-02 12:56:00,2023-03-02 13:48:00,2023-03-02 15:55:00,7.0
61,30,13,5,663,776,938,2023-03-02 11:03:00,2023-03-02 12:56:00,2023-03-02 15:38:00,3.0
61,30,14,0,609,644,895,2023-03-02 10:09:00,2023-03-02 10:44:00,2023-03-02 14:55:00,5.0
61,30,15,1,373,788,1018,2023-03-02 06:13:00,2023-03-02 13:08:00,2023-03-02 16:58:00,3.0
61,30,16,5,821,948,980,2023-03-02 13:41:00,2023-03-02 15:48:00,2023-03-02 16:20:00,2.0
61,30,17,2,475,751,1006,2023-03-02 07:55:00,2023-03-02 12:31:00,2023-03-02 16:46:00,10.0
61,30,18,4,520,650,794,2023-03-02 08:40:00,2023-03-02 10:50:00,2023-03-02 13:14:00,7.0
61,30,19,1,493,965,1022,2023-03-02 08:13:00,2023-03-02 16:05:00,2023-03-02 17:02:00,9.0
61,30,20,2,471,703,938,2023-03-02 07:51:00,2023-03-02 11:43:00,2023-03-02 15:38:00,7.0
61,30,21,4,548,611,798,2023-03-02 09:08:00,2023-03-02 10:11:00,2023-03-02 13:18:00,9.0
61,30,22,1,548,937,1144,2023-03-02 09:08:00,2023-03-02 15:37:00,2023-03-02 19:04:00,27.0
61,30,23,1,545,1007,1036,2023-03-02 09:05:00,2023-03-02 16:47:00,2023-03-02 17:16:00,17.0
61,30,24,1,517,932,1149,2023-03-02 08:37:00,2023-03-02 15:32:00,2023-03-02 19:09:00,25.0
61,30,25,3,587,908,910,2023-03-02 09:47:00,2023-03-02 15:08:00,2023-03-02 15:10:00,9.0
61,30,26,2,459,633,1099,2023-03-02 07:39:00,2023-03-02 10:33:00,2023-03-02 18:19:00,11.0
61,30,27,4,438,573,700,2023-03-02 07:18:00,2023-03-02 09:33:00,2023-03-02 11:40:00,6.0
61,30,28,0,405,493,1023,2023-03-02 06:45:00,2023-03-02 08:13:00,2023-03-02 17:03:00,5.0
61,30,29,4,589,649,747,2023-03-02 09:49:00,2023-03-02 10:49:00,2023-03-02 12:27:00,2.0
61,30,30,2,579,844,930,2023-03-02 09:39:00,2023-03-02 14:04:00,2023-03-02 15:30:00,13.0
62,30,1,1,438,991,1014,2023-03-03 07:18:00,2023-03-03 16:31:00,2023-03-03 16:54:00,17.0
62,30,2,2,475,713,1042,2023-03-03 07:55:00,2023-03-03 11:53:00,2023-03-03 17:22:00,11.0
62,30,3,2,524,678,1071,2023-03-03 08:44:00,2023-03-03 11:18:00,2023-03-03 17:51:00,14.0
62,30,4,0,558,670,977,2023-03-03 09:18:00,2023-03-03 11:10:00,2023-03-03 16:17:00,7.0
62,30,5,4,551,749,850,2023-03-03 09:11:00,2023-03-03 12:29:00,2023-03-03 14:10:00,5.0
62,30,6,0,464,627,1036,2023-03-03 07:44:00,2023-03-03 10:27:00,2023-03-03 17:16:00,6.0
62,30,7,2,460,694,986,2023-03-03 07:40:00,2023-03-03 11:34:00,2023-03-03 16:26:00,11.0
62,30,8,2,413,643,941,2023-03-03 06:53:00,2023-03-03 10:43:00,2023-03-03 15:41:00,14.0
62,30,9,4,419,531,737,2023-03-03 06:59:00,2023-03-03 08:51:00,2023-03-03 12:17:00,6.0
62,30,10,3,517,1144,1148,2023-03-03 08:37:00,2023-03-03 19:04:00,2023-03-03 19:08:00,16.0
62,30,11,0,512,635,1000,2023-03-03 08:32:00,2023-03-03 10:35:00,2023-03-03 16:40:00,6.0
62,30,12,2,701,812,1170,2023-03-03 11:41:00,2023-03-03 13:32:00,2023-03-03 19:30:00,14.0
62,30,13,3,390,778,783,2023-03-03 06:30:00,2023-03-03 12:58:00,2023-03-03 13:03:00,21.0
62,30,14,4,480,651,733,2023-03-03 08:00:00,2023-03-03 10:51:00,2023-03-03 12:13:00,12.0
62,30,15,4,459,613,748,2023-03-03 07:39:00,2023-03-03 10:13:00,2023-03-03 12:28:00,7.0
62,30,16,2,510,761,1002,2023-03-03 08:30:00,2023-03-03 12:41:00,2023-03-03 16:42:00,9.0
62,30,17,2,473,627,1077,2023-03-03 07:53:00,2023-03-03 10:27:00,2023-03-03 17:57:00,14.0
62,30,18,2,551,636,996,2023-03-03 09:11:00,2023-03-03 10:36:00,2023-03-03 16:36:00,7.0
62,30,19,3,446,1393,1406,2023-03-03 07:26:00,2023-03-03 23:13:00,2023-03-03 23:26:00,0.0
62,30,20,0,499,572,853,2023-03-03 08:19:00,2023-03-03 09:32:00,2023-03-03 14:13:00,8.0
62,30,21,0,443,506,1072,2023-03-03 07:23:00,2023-03-03 08:26:00,2023-03-03 17:52:00,7.0
62,30,22,0,436,634,910,2023-03-03 07:16:00,2023-03-03 10:34:00,2023-03-03 15:10:00,4.0
62,30,23,1,541,843,1074,2023-03-03 09:01:00,2023-03-03 14:03:00,2023-03-03 17:54:00,21.0
62,30,24,1,519,1053,1120,2023-03-03 08:39:00,2023-03-03 17:33:00,2023-03-03 18:40:00,23.0
62,30,25,4,584,668,864,2023-03-03 09:44:00,2023-03-03 11:08:00,2023-03-03 14:24:00,2.0
62,30,26,5,754,856,1067,2023-03-03 12:34:00,2023-03-03 14:16:00,2023-03-03 17:47:00,8.0
62,30,27,1,647,1000,1145,2023-03-03 10:47:00,2023-03-03 16:40:00,2023-03-03 19:05:00,9.0
62,30,28,2,607,820,1072,2023-03-03 10:07:00,2023-03-03 13:40:00,2023-03-03 17:52:00,16.0
62,30,29,2,584,836,1003,2023-03-03 09:44:00,2023-03-03 13:56:00,2023-03-03 16:43:00,5.0
62,30,30,1,676,938,1129,2023-03-03 11:16:00,2023-03-03 15:38:00,2023-03-03 18:49:00,1.0
63,6,1,4,498,658,789,2023-03-04 08:18:00,2023-03-04 10:58:00,2023-03-04 13:09:00,4.0
63,6,2,2,439,734,982,2023-03-04 07:19:00,2023-03-04 12:14:00,2023-03-04 16:22:00,21.0
63,6,3,5,738,853,985,2023-03-04 12:18:00,2023-03-04 14:13:00,2023-03-04 16:25:00,5.0
63,6,4,3,674,837,849,2023-03-04 11:14:00,2023-03-04 13:57:00,2023-03-04 14:09:00,5.0
63,6,5,4,471,622,712,2023-03-04 07:51:00,2023-03-04 10:22:00,2023-03-04 11:52:00,5.0
63,6,6,2,517,738,928,2023-03-04 08:37:00,2023-03-04 12:18:00,2023-03-04 15:28:00,12.0
64,8,1,4,452,646,745,2023-03-05 07:32:00,2023-03-05 10:46:00,2023-03-05 12:25:00,8.0
64,8,2,4,616,721,824,2023-03-05 10:16:00,2023-03-05 12:01:00,2023-03-05 13:44:00,7.0
64,8,3,3,755,1125,1154,2023-03-05 12:35:00,2023-03-05 18:45:00,2023-03-05 19:14:00,8.0
64,8,4,5,752,924,1123,2023-03-05 12:32:00,2023-03-05 15:24:00,2023-03-05 18:43:00,5.0
64,8,5,3,407,955,972,2023-03-05 06:47:00,2023-03-05 15:55:00,2023-03-05 16:12:00,11.0
64,8,6,1,563,874,982,2023-03-05 09:23:00,2023-03-05 14:34:00,2023-03-05 16:22:00,28.0
64,8,7,1,567,878,964,2023-03-05 09:27:00,2023-03-05 14:38:00,2023-03-05 16:04:00,28.0
64,8,8,2,430,669,963,2023-03-05 07:10:00,2023-03-05 11:09:00,2023-03-05 16:03:00,14.0
65,30,1,1,457,926,1018,2023-03-06 07:37:00,2023-03-06 15:26:00,2023-03-06 16:58:00,37.0
65,30,2,1,659,896,1124,2023-03-06 10:59:00,2023-03-06 14:56:00,2023-03-06 18:44:00,10.0
65,30,3,2,452,657,953,2023-03-06 07:32:00,2023-03-06 10:57:00,2023-03-06 15:53:00,16.0
65,30,4,2,485,750,841,2023-03-06 08:05:00,2023-03-06 12:30:00,2023-03-06 14:01:00,12.0
65,30,5,2,425,661,988,2023-03-06 07:05:00,2023-03-06 11:01:00,2023-03-06 16:28:00,15.0
65,30,6,4,496,627,657,2023-03-06 08:16:00,2023-03-06 10:27:00,2023-03-06 10:57:00,8.0
65,30,7,0,434,562,999,2023-03-06 07:14:00,2023-03-06 09:22:00,2023-03-06 16:39:00,7.0
65,30,8,2,485,690,929,2023-03-06 08:05:00,2023-03-06 11:30:00,2023-03-06 15:29:00,14.0
65,30,9,0,553,622,1033,2023-03-06 09:13:00,2023-03-06 10:22:00,2023-03-06 17:13:00,9.0
65,30,10,5,606,760,934,2023-03-06 10:06:00,2023-03-06 12:40:00,2023-03-06 15:34:00,9.0
65,30,11,5,729,903,1019,2023-03-06 12:09:00,2023-03-06 15:03:00,2023-03-06 16:59:00,5.0
65,30,12,1,674,1019,1327,2023-03-06 11:14:00,2023-03-06 16:59:00,2023-03-06 22:07:00,14.0
65,30,13,5,827,913,1003,2023-03-06 13:47:00,2023-03-06 15:13:00,2023-03-06 16:43:00,9.0
65,30,14,3,576,917,919,2023-03-06 09:36:00,2023-03-06 15:17:00,2023-03-06 15:19:00,17.0
65,30,15,5,862,1031,1045,2023-03-06 14:22:00,2023-03-06 17:11:00,2023-03-06 17:25:00,0.0
65,30,16,2,549,753,1056,2023-03-06 09:09:00,2023-03-06 12:33:00,2023-03-06 17:36:00,8.0
65,30,17,2,450,747,812,2023-03-06 07:30:00,2023-03-06 12:27:00,2023-03-06 13:32:00,9.0
65,30,18,0,499,543,976,2023-03-06 08:19:00,2023-03-06 09:03:00,2023-03-06 16:16:00,5.0
65,30,19,2,375,647,1071,2023-03-06 06:15:00,2023-03-06 10:47:00,2023-03-06 17:51:00,8.0
65,30,20,1,475,865,1070,2023-03-06 07:55:00,2023-03-06 14:25:00,2023-03-06 17:50:00,18.0
65,30,21,3,596,979,989,2023-03-06 09:56:00,2023-03-06 16:19:00,2023-03-06 16:29:00,19.0
65,30,22,2,513,785,845,2023-03-06 08:33:00,2023-03-06 13:05:00,2023-03-06 14:05:00,11.0
65,30,23,2,547,764,1023,2023-03-06 09:07:00,2023-03-06 12:44:00,2023-03-06 17:03:00,13.0
65,30,24,2,527,773,1082,2023-03-06 08:47:00,2023-03-06 12:53:00,2023-03-06 18:02:00,6.0
65,30,25,5,705,854,900,2023-03-06 11:45:00,2023-03-06 14:14:00,2023-03-06 15:00:00,11.0
65,30,26,1,477,933,1098,2023-03-06 07:57:00,2023-03-06 15:33:00,2023-03-06 18:18:00,14.0
65,30,27,2,491,669,1047,2023-03-06 08:11:00,2023-03-06 11:09:00,2023-03-06 17:27:00,16.0
65,30,28,2,607,820,1022,2023-03-06 10:07:00,2023-03-06 13:40:00,2023-03-06 17:02:00,11.0
65,30,29,2,359,620,902,2023-03-06 05:59:00,2023-03-06 10:20:00,2023-03-06 15:02:00,14.0
65,30,30,4,503,598,821,2023-03-06 08:23:00,2023-03-06 09:58:00,2023-03-06 13:41:00,5.0
66,26,1,1,570,1066,1173,2023-03-07 09:30:00,2023-03-07 17:46:00,2023-03-07 19:33:00,23.0
66,26,2,1,620,1045,1132,2023-03-07 10:20:00,2023-03-07 17:25:00,2023-03-07 18:52:00,18.0
66,26,3,0,425,556,986,2023-03-07 07:05:00,2023-03-07 09:16:00,2023-03-07 16:26:00,6.0
66,26,4,1,455,850,882,2023-03-07 07:35:00,2023-03-07 14:10:00,2023-03-07 14:42:00,28.0
66,26,5,2,483,612,1176,2023-03-07 08:03:00,2023-03-07 10:12:00,2023-03-07 19:36:00,21.0
66,26,6,1,494,900,1055,2023-03-07 08:14:00,2023-03-07 15:00:00,2023-03-07 17:35:00,38.0
66,26,7,2,508,791,1034,2023-03-07 08:28:00,2023-03-07 13:11:00,2023-03-07 17:14:00,15.0
66,26,8,1,346,849,899,2023-03-07 05:46:00,2023-03-07 14:09:00,2023-03-07 14:59:00,16.0
66,26,9,2,597,867,904,2023-03-07 09:57:00,2023-03-07 14:27:00,2023-03-07 15:04:00,11.0
66,26,10,3,305,1026,1069,2023-03-07 05:05:00,2023-03-07 17:06:00,2023-03-07 17:49:00,0.0
66,26,11,1,663,1088,1171,2023-03-07 11:03:00,2023-03-07 18:08:00,2023-03-07 19:31:00,15.0
66,26,12,4,471,653,679,2023-03-07 07:51:00,2023-03-07 10:53:00,2023-03-07 11:19:00,7.0
66,26,13,0,536,618,977,2023-03-07 08:56:00,2023-03-07 10:18:00,2023-03-07 16:17:00,7.0
66,26,14,0,468,596,1063,2023-03-07 07:48:00,2023-03-07 09:56:00,2023-03-07 17:43:00,7.0
66,26,15,3,505,1086,1099,2023-03-07 08:25:00,2023-03-07 18:06:00,2023-03-07 18:19:00,4.0
66,26,16,3,478,1155,1159,2023-03-07 07:58:00,2023-03-07 19:15:00,2023-03-07 19:19:00,21.0
66,26,17,5,877,924,960,2023-03-07 14:37:00,2023-03-07 15:24:00,2023-03-07 16:00:00,0.0
66,26,18,1,551,729,1061,2023-03-07 09:11:00,2023-03-07 12:09:00,2023-03-07 17:41:00,8.0
66,26,19,4,586,737,809,2023-03-07 09:46:00,2023-03-07 12:17:00,2023-03-07 13:29:00,4.0
66,26,20,1,492,844,1061,2023-03-07 08:12:00,2023-03-07 14:04:00,2023-03-07 17:41:00,18.0
66,26,21,2,528,733,1008,2023-03-07 08:48:00,2023-03-07 12:13:00,2023-03-07 16:48:00,14.0
66,26,22,0,521,696,857,2023-03-07 08:41:00,2023-03-07 11:36:00,2023-03-07 14:17:00,5.0
66,26,23,4,608,726,831,2023-03-07 10:08:00,2023-03-07 12:06:00,2023-03-07 13:51:00,7.0
66,26,24,3,537,1231,1242,2023-03-07 08:57:00,2023-03-07 20:31:00,2023-03-07 20:42:00,2.0
66,26,25,2,528,744,983,2023-03-07 08:48:00,2023-03-07 12:24:00,2023-03-07 16:23:00,7.0
66,26,26,0,463,590,933,2023-03-07 07:43:00,2023-03-07 09:50:00,2023-03-07 15:33:00,8.0
67,34,1,1,441,832,1015,2023-03-08 07:21:00,2023-03-08 13:52:00,2023-03-08 16:55:00,12.0
67,34,2,4,528,638,709,2023-03-08 08:48:00,2023-03-08 10:38:00,2023-03-08 11:49:00,6.0
67,34,3,5,799,829,1025,2023-03-08 13:19:00,2023-03-08 13:49:00,2023-03-08 17:05:00,4.0
67,34,4,2,561,787,1012,2023-03-08 09:21:00,2023-03-08 13:07:00,2023-03-08 16:52:00,15.0
67,34,5,3,435,1050,1068,2023-03-08 07:15:00,2023-03-08 17:30:00,2023-03-08 17:48:00,15.0
67,34,6,0,554,707,1043,2023-03-08 09:14:00,2023-03-08 11:47:00,2023-03-08 17:23:00,7.0
67,34,7,3,429,1027,1029,2023-03-08 07:09:00,2023-03-08 17:07:00,2023-03-08 17:09:00,15.0
67,34,8,2,558,720,1069,2023-03-08 09:18:00,2023-03-08 12:00:00,2023-03-08 17:49:00,6.0
67,34,9,4,463,604,722,2023-03-08 07:43:00,2023-03-08 10:04:00,2023-03-08 12:02:00,6.0
67,34,10,1,423,869,946,2023-03-08 07:03:00,2023-03-08 14:29:00,2023-03-08 15:46:00,16.0
67,34,11,1,545,920,1119,2023-03-08 09:05:00,2023-03-08 15:20:00,2023-03-08 18:39:00,20.0
67,34,12,3,639,1156,1180,2023-03-08 10:39:00,2023-03-08 19:16:00,2023-03-08 19:40:00,11.0
67,34,13,5,776,852,1018,2023-03-08 12:56:00,2023-03-08 14:12:00,2023-03-08 16:58:00,3.0
67,34,14,2,469,645,871,2023-03-08 07:49:00,2023-03-08 10:45:00,2023-03-08 14:31:00,9.0
67,34,15,2,605,715,1067,2023-03-08 10:05:00,2023-03-08 11:55:00,2023-03-08 17:47:00,15.0
67,34,16,3,451,977,1000,2023-03-08 07:31:00,2023-03-08 16:17:00,2023-03-08 16:40:00,7.0
67,34,17,5,757,878,965,2023-03-08 12:37:00,2023-03-08 14:38:00,2023-03-08 16:05:00,9.0
67,34,18,0,604,700,1092,2023-03-08 10:04:00,2023-03-08 11:40:00,2023-03-08 18:12:00,7.0
67,34,19,1,519,814,990,2023-03-08 08:39:00,2023-03-08 13:34:00,2023-03-08 16:30:00,4.0
67,34,20,1,525,811,976,2023-03-08 08:45:00,2023-03-08 13:31:00,2023-03-08 16:16:00,30.0
67,34,21,4,494,581,643,2023-03-08 08:14:00,2023-03-08 09:41:00,2023-03-08 10:43:00,5.0
67,34,22,2,301,501,895,2023-03-08 05:01:00,2023-03-08 08:21:00,2023-03-08 14:55:00,14.0
67,34,23,5,808,973,1033,2023-03-08 13:28:00,2023-03-08 16:13:00,2023-03-08 17:13:00,11.0
67,34,24,5,725,787,1041,2023-03-08 12:05:00,2023-03-08 13:07:00,2023-03-08 17:21:00,6.0
67,34,25,2,592,850,996,2023-03-08 09:52:00,2023-03-08 14:10:00,2023-03-08 16:36:00,14.0
67,34,26,4,435,565,671,2023-03-08 07:15:00,2023-03-08 09:25:00,2023-03-08 11:11:00,8.0
67,34,27,2,477,631,880,2023-03-08 07:57:00,2023-03-08 10:31:00,2023-03-08 14:40:00,9.0
67,34,28,2,485,822,935,2023-03-08 08:05:00,2023-03-08 13:42:00,2023-03-08 15:35:00,14.0
67,34,29,0,570,662,1065,2023-03-08 09:30:00,2023-03-08 11:02:00,2023-03-08 17:45:00,4.0
67,34,30,4,466,589,636,2023-03-08 07:46:00,2023-03-08 09:49:00,2023-03-08 10:36:00,7.0
67,34,31,2,368,653,828,2023-03-08 06:08:00,2023-03-08 10:53:00,2023-03-08 13:48:00,11.0
67,34,32,5,785,937,987,2023-03-08 13:05:00,2023-03-08 15:37:00,2023-03-08 16:27:00,7.0
67,34,33,2,508,688,988,2023-03-08 08:28:00,2023-03-08 11:28:00,2023-03-08 16:28:00,11.0
67,34,34,2,524,793,1035,2023-03-08 08:44:00,2023-03-08 13:13:00,2023-03-08 17:15:00,7.0
68,26,1,5,716,860,1046,2023-03-09 11:56:00,2023-03-09 14:20:00,2023-03-09 17:26:00,13.0
68,26,2,3,424,903,928,2023-03-09 07:04:00,2023-03-09 15:03:00,2023-03-09 15:28:00,15.0
68,26,3,0,480,590,958,2023-03-09 08:00:00,2023-03-09 09:50:00,2023-03-09 15:58:00,5.0
68,26,4,1,414,788,1028,2023-03-09 06:54:00,2023-03-09 13:08:00,2023-03-09 17:08:00,0.0
68,26,5,1,396,776,954,2023-03-09 06:36:00,2023-03-09 12:56:00,2023-03-09 15:54:00,17.0
68,26,6,4,516,679,692,2023-03-09 08:36:00,2023-03-09 11:19:00,2023-03-09 11:32:00,12.0
68,26,7,1,616,996,1163,2023-03-09 10:16:00,2023-03-09 16:36:00,2023-03-09 19:23:00,14.0
68,26,8,4,480,598,681,2023-03-09 08:00:00,2023-03-09 09:58:00,2023-03-09 11:21:00,0.0
68,26,9,1,572,1002,1134,2023-03-09 09:32:00,2023-03-09 16:42:00,2023-03-09 18:54:00,9.0
68,26,10,0,554,690,969,2023-03-09 09:14:00,2023-03-09 11:30:00,2023-03-09 16:09:00,5.0
68,26,11,1,530,966,1118,2023-03-09 08:50:00,2023-03-09 16:06:00,2023-03-09 18:38:00,15.0
68,26,12,2,529,646,1156,2023-03-09 08:49:00,2023-03-09 10:46:00,2023-03-09 19:16:00,21.0
68,26,13,5,694,806,980,2023-03-09 11:34:00,2023-03-09 13:26:00,2023-03-09 16:20:00,8.0
68,26,14,1,561,879,898,2023-03-09 09:21:00,2023-03-09 14:39:00,2023-03-09 14:58:00,30.0
68,26,15,2,439,685,925,2023-03-09 07:19:00,2023-03-09 11:25:00,2023-03-09 15:25:00,13.0
68,26,16,4,459,668,822,2023-03-09 07:39:00,2023-03-09 11:08:00,2023-03-09 13:42:00,9.0
68,26,17,2,597,782,1067,2023-03-09 09:57:00,2023-03-09 13:02:00,2023-03-09 17:47:00,6.0
68,26,18,0,585,766,933,2023-03-09 09:45:00,2023-03-09 12:46:00,2023-03-09 15:33:00,6.0
68,26,19,3,440,792,803,2023-03-09 07:20:00,2023-03-09 13:12:00,2023-03-09 13:23:00,3.0
68,26,20,2,432,681,1072,2023-03-09 07:12:00,2023-03-09 11:21:00,2023-03-09 17:52:00,7.0
68,26,21,2,433,641,1023,2023-03-09 07:13:00,2023-03-09 10:41:00,2023-03-09 17:03:00,10.0
68,26,22,1,545,904,1019,2023-03-09 09:05:00,2023-03-09 15:04:00,2023-03-09 16:59:00,0.0
68,26,23,2,587,836,1003,2023-03-09 09:47:00,2023-03-09 13:56:00,2023-03-09 16:43:00,15.0
68,26,24,2,568,799,1044,2023-03-09 09:28:00,2023-03-09 13:19:00,2023-03-09 17:24:00,11.0
68,26,25,0,546,663,1118,2023-03-09 09:06:00,2023-03-09 11:03:00,2023-03-09 18:38:00,5.0
68,26,26,1,614,884,1056,2023-03-09 10:14:00,2023-03-09 14:44:00,2023-03-09 17:36:00,28.0
69,34,1,2,471,666,971,2023-03-10 07:51:00,2023-03-10 11:06:00,2023-03-10 16:11:00,8.0
69,34,2,2,458,783,883,2023-03-10 07:38:00,2023-03-10 13:03:00,2023-03-10 14:43:00,4.0
69,34,3,2,598,754,1080,2023-03-10 09:58:00,2023-03-10 12:34:00,2023-03-10 18:00:00,10.0
69,34,4,2,553,751,954,2023-03-10 09:13:00,2023-03-10 12:31:00,2023-03-10 15:54:00,10.0
69,34,5,1,667,1028,1147,2023-03-10 11:07:00,2023-03-10 17:08:00,2023-03-10 19:07:00,21.0
69,34,6,2,496,755,1034,2023-03-10 08:16:00,2023-03-10 12:35:00,2023-03-10 17:14:00,14.0
69,34,7,0,549,677,1005,2023-03-10 09:09:00,2023-03-10 11:17:00,2023-03-10 16:45:00,5.0
69,34,8,4,452,650,805,2023-03-10 07:32:00,2023-03-10 10:50:00,2023-03-10 13:25:00,8.0
69,34,9,2,488,722,834,2023-03-10 08:08:00,2023-03-10 12:02:00,2023-03-10 13:54:00,13.0
69,34,10,5,793,918,1022,2023-03-10 13:13:00,2023-03-10 15:18:00,2023-03-10 17:02:00,1.0
69,34,11,1,520,959,1070,2023-03-10 08:40:00,2023-03-10 15:59:00,2023-03-10 17:50:00,25.0
69,34,12,3,400,953,957,2023-03-10 06:40:00,2023-03-10 15:53:00,2023-03-10 15:57:00,10.0
69,34,13,1,412,954,993,2023-03-10 06:52:00,2023-03-10 15:54:00,2023-03-10 16:33:00,29.0
69,34,14,2,547,752,1128,2023-03-10 09:07:00,2023-03-10 12:32:00,2023-03-10 18:48:00,15.0
69,34,15,5,765,810,968,2023-03-10 12:45:00,2023-03-10 13:30:00,2023-03-10 16:08:00,1.0
69,34,16,4,469,636,725,2023-03-10 07:49:00,2023-03-10 10:36:00,2023-03-10 12:05:00,5.0
69,34,17,2,457,646,1000,2023-03-10 07:37:00,2023-03-10 10:46:00,2023-03-10 16:40:00,15.0
69,34,18,1,468,973,977,2023-03-10 07:48:00,2023-03-10 16:13:00,2023-03-10 16:17:00,5.0
69,34,19,1,457,823,1003,2023-03-10 07:37:00,2023-03-10 13:43:00,2023-03-10 16:43:00,37.0
69,34,20,5,741,798,885,2023-03-10 12:21:00,2023-03-10 13:18:00,2023-03-10 14:45:00,3.0
69,34,21,4,525,663,707,2023-03-10 08:45:00,2023-03-10 11:03:00,2023-03-10 11:47:00,11.0
69,34,22,1,489,893,1010,2023-03-10 08:09:00,2023-03-10 14:53:00,2023-03-10 16:50:00,19.0
69,34,23,5,758,910,1081,2023-03-10 12:38:00,2023-03-10 15:10:00,2023-03-10 18:01:00,3.0
69,34,24,3,163,913,918,2023-03-10 02:43:00,2023-03-10 15:13:00,2023-03-10 15:18:00,8.0
69,34,25,0,575,677,1100,2023-03-10 09:35:00,2023-03-10 11:17:00,2023-03-10 18:20:00,4.0
69,34,26,4,377,518,603,2023-03-10 06:17:00,2023-03-10 08:38:00,2023-03-10 10:03:00,4.0
69,34,27,2,414,784,840,2023-03-10 06:54:00,2023-03-10 13:04:00,2023-03-10 14:00:00,18.0
69,34,28,2,695,898,1089,2023-03-10 11:35:00,2023-03-10 14:58:00,2023-03-10 18:09:00,11.0
69,34,29,1,591,780,1063,2023-03-10 09:51:00,2023-03-10 13:00:00,2023-03-10 17:43:00,17.0
69,34,30,4,500,688,698,2023-03-10 08:20:00,2023-03-10 11:28:00,2023-03-10 11:38:00,5.0
69,34,31,2,388,672,845,2023-03-10 06:28:00,2023-03-10 11:12:00,2023-03-10 14:05:00,6.0
69,34,32,3,773,1118,1127,2023-03-10 12:53:00,2023-03-10 18:38:00,2023-03-10 18:47:00,4.0
69,34,33,2,558,733,942,2023-03-10 09:18:00,2023-03-10 12:13:00,2023-03-10 15:42:00,8.0
69,34,34,5,814,965,1141,2023-03-10 13:34:00,2023-03-10 16:05:00,2023-03-10 19:01:00,6.0
70,10,1,2,475,602,1064,2023-03-11 07:55:00,2023-03-11 10:02:00,2023-03-11 17:44:00,13.0
